6311 300 300
222 181 2 0
189 131 3 1
223 181 2 0
190 131 3 1
224 181 2 0
191 131 3 1
225 181 2 0
226 181 2 0
176 106 3 1
210 156 2 0
177 106 3 1
211 156 2 0
178 106 3 1
212 156 2 0
179 106 3 1
213 156 2 0
180 106 3 1
214 156 2 0
181 106 3 1
215 156 2 0
182 106 3 1
216 156 2 0
183 106 3 1
167 81 3 1
168 81 3 1
169 81 3 1
170 81 3 1
171 81 3 1
172 81 3 1
156 56 3 1
173 81 3 1
157 56 3 1
158 56 3 1
159 56 3 1
210 131 2 0
160 56 3 1
211 131 2 0
161 56 3 1
212 131 2 0
162 56 3 1
213 131 2 0
214 131 2 0
215 131 2 0
216 131 2 0
204 106 2 0
205 106 2 0
206 106 2 0
207 106 2 0
208 106 2 0
209 106 2 0
210 106 2 0
211 106 2 0
194 81 2 0
195 81 2 0
196 81 2 0
197 81 2 0
198 81 2 0
199 81 2 0
200 81 2 0
183 56 2 0
184 56 2 0
20 257 7 0
185 56 2 0
21 257 7 0
186 56 2 0
22 257 7 0
187 56 2 0
23 257 7 0
188 56 2 0
24 257 7 0
189 56 2 0
25 257 7 0
190 56 2 0
26 257 7 0
27 257 7 0
23 232 6 1
24 232 6 1
25 232 6 1
26 232 6 1
27 232 6 1
28 232 6 1
29 232 6 1
30 232 6 1
31 232 6 1
18 157 5 0
19 157 5 0
20 157 5 0
21 157 5 0
22 157 5 0
91 257 6 1
23 157 5 0
92 257 6 1
24 157 5 0
93 257 6 1
25 157 5 0
94 257 6 1
95 257 6 1
96 257 6 1
114 282 7 0
97 257 6 1
115 282 7 0
98 257 6 1
116 282 7 0
99 257 6 1
117 282 7 0
100 257 6 1
118 282 7 0
101 257 6 1
119 282 7 0
102 257 6 1
120 282 7 0
103 257 6 1
121 282 7 0
104 257 6 1
122 282 7 0
105 257 6 1
123 282 7 0
106 257 6 1
124 282 7 0
107 257 6 1
125 282 7 0
108 257 6 1
126 282 7 0
109 257 6 1
127 282 7 0
110 257 6 1
128 282 7 0
111 257 6 1
129 282 7 0
112 257 6 1
130 282 7 0
113 257 6 1
131 282 7 0
114 257 6 1
132 282 7 0
115 257 6 1
30 132 5 0
133 282 7 0
116 257 6 1
31 132 5 0
134 282 7 0
117 257 6 1
32 132 5 0
135 282 7 0
118 257 6 1
33 132 5 0
136 282 7 0
119 257 6 1
34 132 5 0
137 282 7 0
120 257 6 1
35 132 5 0
138 282 7 0
121 257 6 1
36 132 5 0
139 282 7 0
122 257 6 1
140 282 7 0
123 257 6 1
141 282 7 0
124 257 6 1
56 157 4 1
142 282 7 0
125 257 6 1
57 157 4 1
143 282 7 0
126 257 6 1
58 157 4 1
144 282 7 0
127 257 6 1
59 157 4 1
145 282 7 0
128 257 6 1
60 157 4 1
146 282 7 0
129 257 6 1
61 157 4 1
130 257 6 1
62 157 4 1
131 257 6 1
63 157 4 1
132 257 6 1
64 157 4 1
133 257 6 1
134 257 6 1
135 257 6 1
136 257 6 1
137 257 6 1
138 257 6 1
139 257 6 1
140 257 6 1
141 257 6 1
142 257 6 1
143 257 6 1
144 257 6 1
145 257 6 1
146 257 6 1
147 257 6 1
148 257 6 1
149 257 6 1
150 257 6 1
48 107 5 0
151 257 6 1
49 107 5 0
152 257 6 1
50 107 5 0
153 257 6 1
51 107 5 0
154 257 6 1
52 107 5 0
53 107 5 0
54 107 5 0
55 107 5 0
56 107 5 0
57 107 5 0
58 107 5 0
76 132 4 1
77 132 4 1
78 132 4 1
79 132 4 1
80 132 4 1
81 132 4 1
82 132 4 1
83 132 4 1
84 132 4 1
177 257 7 0
178 257 7 0
179 257 7 0
180 257 7 0
181 257 7 0
182 257 7 0
183 257 7 0
184 257 7 0
185 257 7 0
186 257 7 0
187 257 7 0
89 107 4 1
90 107 4 1
91 107 4 1
92 107 4 1
93 107 4 1
94 107 4 1
95 107 4 1
197 207 3 1
198 207 3 1
199 207 3 1
200 207 3 1
201 207 3 1
190 182 3 1
191 182 3 1
192 182 3 1
193 182 3 1
194 182 3 1
195 182 3 1
196 182 3 1
188 157 3 1
189 157 3 1
190 157 3 1
191 157 3 1
192 157 3 1
193 157 3 1
227 207 2 0
194 157 3 1
228 207 2 0
229 207 2 0
230 207 2 0
231 207 2 0
232 207 2 0
233 207 2 0
185 132 3 1
219 182 2 0
186 132 3 1
220 182 2 0
187 132 3 1
221 182 2 0
188 132 3 1
222 182 2 0
189 132 3 1
223 182 2 0
190 132 3 1
224 182 2 0
191 132 3 1
225 182 2 0
226 182 2 0
210 157 2 0
177 107 3 1
211 157 2 0
178 107 3 1
212 157 2 0
179 107 3 1
213 157 2 0
180 107 3 1
214 157 2 0
181 107 3 1
215 157 2 0
182 107 3 1
216 157 2 0
183 107 3 1
217 157 2 0
167 82 3 1
168 82 3 1
169 82 3 1
170 82 3 1
171 82 3 1
172 82 3 1
156 57 3 1
173 82 3 1
157 57 3 1
174 82 3 1
158 57 3 1
159 57 3 1
210 132 2 0
160 57 3 1
211 132 2 0
161 57 3 1
212 132 2 0
162 57 3 1
213 132 2 0
163 57 3 1
214 132 2 0
215 132 2 0
216 132 2 0
204 107 2 0
205 107 2 0
206 107 2 0
207 107 2 0
208 107 2 0
209 107 2 0
210 107 2 0
211 107 2 0
194 82 2 0
195 82 2 0
196 82 2 0
197 82 2 0
198 82 2 0
199 82 2 0
200 82 2 0
183 57 2 0
184 57 2 0
20 258 7 0
185 57 2 0
21 258 7 0
186 57 2 0
22 258 7 0
187 57 2 0
23 258 7 0
188 57 2 0
24 258 7 0
189 57 2 0
25 258 7 0
190 57 2 0
26 258 7 0
27 258 7 0
28 258 7 0
22 233 6 1
23 233 6 1
24 233 6 1
25 233 6 1
26 233 6 1
27 233 6 1
28 233 6 1
29 233 6 1
30 233 6 1
31 233 6 1
32 233 6 1
18 158 5 0
19 158 5 0
20 158 5 0
21 158 5 0
22 158 5 0
23 158 5 0
24 158 5 0
98 258 6 1
116 283 7 0
99 258 6 1
117 283 7 0
100 258 6 1
118 283 7 0
101 258 6 1
119 283 7 0
102 258 6 1
120 283 7 0
103 258 6 1
121 283 7 0
104 258 6 1
122 283 7 0
105 258 6 1
123 283 7 0
106 258 6 1
124 283 7 0
107 258 6 1
125 283 7 0
108 258 6 1
126 283 7 0
109 258 6 1
127 283 7 0
110 258 6 1
128 283 7 0
111 258 6 1
129 283 7 0
112 258 6 1
130 283 7 0
113 258 6 1
131 283 7 0
114 258 6 1
132 283 7 0
115 258 6 1
30 133 5 0
133 283 7 0
116 258 6 1
31 133 5 0
134 283 7 0
117 258 6 1
32 133 5 0
135 283 7 0
118 258 6 1
33 133 5 0
136 283 7 0
119 258 6 1
34 133 5 0
137 283 7 0
120 258 6 1
35 133 5 0
138 283 7 0
121 258 6 1
36 133 5 0
139 283 7 0
122 258 6 1
140 283 7 0
123 258 6 1
141 283 7 0
124 258 6 1
56 158 4 1
142 283 7 0
125 258 6 1
57 158 4 1
143 283 7 0
126 258 6 1
58 158 4 1
144 283 7 0
127 258 6 1
59 158 4 1
128 258 6 1
60 158 4 1
129 258 6 1
61 158 4 1
130 258 6 1
62 158 4 1
131 258 6 1
63 158 4 1
132 258 6 1
133 258 6 1
134 258 6 1
135 258 6 1
136 258 6 1
137 258 6 1
138 258 6 1
139 258 6 1
140 258 6 1
141 258 6 1
142 258 6 1
143 258 6 1
144 258 6 1
145 258 6 1
146 258 6 1
147 258 6 1
148 258 6 1
149 258 6 1
47 108 5 0
48 108 5 0
49 108 5 0
50 108 5 0
51 108 5 0
52 108 5 0
53 108 5 0
54 108 5 0
55 108 5 0
56 108 5 0
57 108 5 0
75 133 4 1
76 133 4 1
77 133 4 1
78 133 4 1
79 133 4 1
80 133 4 1
81 133 4 1
82 133 4 1
176 258 7 0
177 258 7 0
178 258 7 0
179 258 7 0
180 258 7 0
181 258 7 0
182 258 7 0
183 258 7 0
184 258 7 0
185 258 7 0
186 258 7 0
187 258 7 0
88 108 4 1
89 108 4 1
90 108 4 1
91 108 4 1
92 108 4 1
93 108 4 1
94 108 4 1
95 108 4 1
199 208 3 1
190 183 3 1
191 183 3 1
192 183 3 1
193 183 3 1
194 183 3 1
195 183 3 1
196 183 3 1
188 158 3 1
189 158 3 1
190 158 3 1
191 158 3 1
192 158 3 1
193 158 3 1
227 208 2 0
194 158 3 1
228 208 2 0
229 208 2 0
230 208 2 0
231 208 2 0
232 208 2 0
233 208 2 0
185 133 3 1
186 133 3 1
220 183 2 0
187 133 3 1
221 183 2 0
188 133 3 1
222 183 2 0
189 133 3 1
223 183 2 0
190 133 3 1
224 183 2 0
191 133 3 1
225 183 2 0
226 183 2 0
177 108 3 1
211 158 2 0
178 108 3 1
212 158 2 0
179 108 3 1
213 158 2 0
180 108 3 1
214 158 2 0
181 108 3 1
215 158 2 0
182 108 3 1
216 158 2 0
183 108 3 1
217 158 2 0
184 108 3 1
168 83 3 1
169 83 3 1
170 83 3 1
171 83 3 1
172 83 3 1
173 83 3 1
157 58 3 1
174 83 3 1
158 58 3 1
159 58 3 1
210 133 2 0
160 58 3 1
211 133 2 0
161 58 3 1
212 133 2 0
162 58 3 1
213 133 2 0
163 58 3 1
214 133 2 0
215 133 2 0
216 133 2 0
205 108 2 0
206 108 2 0
207 108 2 0
208 108 2 0
209 108 2 0
210 108 2 0
211 108 2 0
194 83 2 0
212 108 2 0
195 83 2 0
196 83 2 0
197 83 2 0
198 83 2 0
199 83 2 0
200 83 2 0
201 83 2 0
184 58 2 0
185 58 2 0
21 259 7 0
186 58 2 0
22 259 7 0
187 58 2 0
23 259 7 0
188 58 2 0
24 259 7 0
189 58 2 0
25 259 7 0
190 58 2 0
26 259 7 0
27 259 7 0
28 259 7 0
29 259 7 0
30 259 7 0
31 259 7 0
32 259 7 0
23 234 6 1
24 234 6 1
25 234 6 1
26 234 6 1
27 234 6 1
28 234 6 1
29 234 6 1
30 234 6 1
31 234 6 1
32 234 6 1
33 234 6 1
34 234 6 1
17 159 5 0
18 159 5 0
19 159 5 0
20 159 5 0
21 159 5 0
22 159 5 0
23 159 5 0
24 159 5 0
100 259 6 1
101 259 6 1
102 259 6 1
103 259 6 1
104 259 6 1
122 284 7 0
105 259 6 1
123 284 7 0
106 259 6 1
124 284 7 0
107 259 6 1
125 284 7 0
108 259 6 1
126 284 7 0
109 259 6 1
127 284 7 0
110 259 6 1
128 284 7 0
111 259 6 1
129 284 7 0
112 259 6 1
130 284 7 0
113 259 6 1
131 284 7 0
114 259 6 1
29 134 5 0
132 284 7 0
115 259 6 1
30 134 5 0
133 284 7 0
116 259 6 1
31 134 5 0
134 284 7 0
117 259 6 1
32 134 5 0
135 284 7 0
118 259 6 1
33 134 5 0
136 284 7 0
119 259 6 1
34 134 5 0
137 284 7 0
120 259 6 1
35 134 5 0
138 284 7 0
121 259 6 1
139 284 7 0
122 259 6 1
140 284 7 0
123 259 6 1
55 159 4 1
141 284 7 0
124 259 6 1
56 159 4 1
142 284 7 0
125 259 6 1
57 159 4 1
126 259 6 1
58 159 4 1
127 259 6 1
59 159 4 1
128 259 6 1
60 159 4 1
129 259 6 1
61 159 4 1
130 259 6 1
62 159 4 1
131 259 6 1
63 159 4 1
132 259 6 1
133 259 6 1
134 259 6 1
135 259 6 1
136 259 6 1
137 259 6 1
138 259 6 1
139 259 6 1
140 259 6 1
141 259 6 1
142 259 6 1
143 259 6 1
46 109 5 0
47 109 5 0
48 109 5 0
49 109 5 0
50 109 5 0
51 109 5 0
52 109 5 0
53 109 5 0
54 109 5 0
55 109 5 0
75 134 4 1
76 134 4 1
77 134 4 1
78 134 4 1
79 134 4 1
80 134 4 1
81 134 4 1
82 134 4 1
175 259 7 0
176 259 7 0
177 259 7 0
178 259 7 0
179 259 7 0
180 259 7 0
181 259 7 0
182 259 7 0
183 259 7 0
184 259 7 0
185 259 7 0
88 109 4 1
89 109 4 1
90 109 4 1
91 109 4 1
92 109 4 1
93 109 4 1
94 109 4 1
190 184 3 1
191 184 3 1
192 184 3 1
193 184 3 1
194 184 3 1
195 184 3 1
196 184 3 1
188 159 3 1
189 159 3 1
190 159 3 1
191 159 3 1
192 159 3 1
193 159 3 1
227 209 2 0
194 159 3 1
228 209 2 0
229 209 2 0
230 209 2 0
231 209 2 0
232 209 2 0
233 209 2 0
186 134 3 1
220 184 2 0
187 134 3 1
221 184 2 0
188 134 3 1
222 184 2 0
189 134 3 1
223 184 2 0
190 134 3 1
224 184 2 0
191 134 3 1
225 184 2 0
192 134 3 1
226 184 2 0
211 159 2 0
178 109 3 1
212 159 2 0
179 109 3 1
213 159 2 0
180 109 3 1
214 159 2 0
181 109 3 1
215 159 2 0
182 109 3 1
216 159 2 0
183 109 3 1
217 159 2 0
184 109 3 1
168 84 3 1
169 84 3 1
170 84 3 1
171 84 3 1
172 84 3 1
173 84 3 1
157 59 3 1
174 84 3 1
158 59 3 1
175 84 3 1
159 59 3 1
210 134 2 0
160 59 3 1
211 134 2 0
161 59 3 1
212 134 2 0
162 59 3 1
213 134 2 0
163 59 3 1
214 134 2 0
215 134 2 0
216 134 2 0
205 109 2 0
206 109 2 0
207 109 2 0
208 109 2 0
209 109 2 0
210 109 2 0
211 109 2 0
212 109 2 0
195 84 2 0
196 84 2 0
197 84 2 0
198 84 2 0
199 84 2 0
200 84 2 0
201 84 2 0
184 59 2 0
185 59 2 0
21 260 7 0
186 59 2 0
22 260 7 0
187 59 2 0
23 260 7 0
188 59 2 0
24 260 7 0
189 59 2 0
25 260 7 0
190 59 2 0
26 260 7 0
191 59 2 0
27 260 7 0
28 260 7 0
11 235 7 0
29 260 7 0
30 260 7 0
31 260 7 0
32 260 7 0
33 260 7 0
34 260 7 0
35 260 7 0
36 260 7 0
23 235 6 1
24 235 6 1
25 235 6 1
26 235 6 1
27 235 6 1
28 235 6 1
29 235 6 1
30 235 6 1
31 235 6 1
32 235 6 1
33 235 6 1
34 235 6 1
35 235 6 1
36 235 6 1
17 160 5 0
18 160 5 0
19 160 5 0
20 160 5 0
21 160 5 0
22 160 5 0
23 160 5 0
24 160 5 0
124 285 7 0
125 285 7 0
126 285 7 0
127 285 7 0
128 285 7 0
129 285 7 0
130 285 7 0
131 285 7 0
29 135 5 0
132 285 7 0
30 135 5 0
133 285 7 0
31 135 5 0
134 285 7 0
32 135 5 0
135 285 7 0
33 135 5 0
136 285 7 0
34 135 5 0
137 285 7 0
35 135 5 0
138 285 7 0
139 285 7 0
140 285 7 0
55 160 4 1
56 160 4 1
57 160 4 1
58 160 4 1
59 160 4 1
60 160 4 1
61 160 4 1
45 110 5 0
46 110 5 0
47 110 5 0
48 110 5 0
49 110 5 0
50 110 5 0
51 110 5 0
52 110 5 0
53 110 5 0
54 110 5 0
55 110 5 0
75 135 4 1
76 135 4 1
77 135 4 1
78 135 4 1
79 135 4 1
80 135 4 1
81 135 4 1
173 260 7 0
174 260 7 0
175 260 7 0
176 260 7 0
177 260 7 0
178 260 7 0
179 260 7 0
180 260 7 0
181 260 7 0
182 260 7 0
183 260 7 0
184 260 7 0
87 110 4 1
88 110 4 1
89 110 4 1
90 110 4 1
91 110 4 1
92 110 4 1
93 110 4 1
94 110 4 1
190 185 3 1
191 185 3 1
192 185 3 1
193 185 3 1
194 185 3 1
195 185 3 1
196 185 3 1
197 185 3 1
188 160 3 1
189 160 3 1
190 160 3 1
191 160 3 1
192 160 3 1
193 160 3 1
227 210 2 0
194 160 3 1
228 210 2 0
229 210 2 0
230 210 2 0
231 210 2 0
232 210 2 0
233 210 2 0
186 135 3 1
187 135 3 1
221 185 2 0
188 135 3 1
222 185 2 0
189 135 3 1
223 185 2 0
190 135 3 1
224 185 2 0
191 135 3 1
225 185 2 0
192 135 3 1
226 185 2 0
227 185 2 0
211 160 2 0
178 110 3 1
212 160 2 0
179 110 3 1
213 160 2 0
180 110 3 1
214 160 2 0
181 110 3 1
215 160 2 0
182 110 3 1
216 160 2 0
183 110 3 1
217 160 2 0
184 110 3 1
169 85 3 1
170 85 3 1
171 85 3 1
172 85 3 1
173 85 3 1
157 60 3 1
174 85 3 1
158 60 3 1
175 85 3 1
159 60 3 1
210 135 2 0
160 60 3 1
211 135 2 0
161 60 3 1
212 135 2 0
162 60 3 1
213 135 2 0
163 60 3 1
214 135 2 0
215 135 2 0
216 135 2 0
206 110 2 0
207 110 2 0
208 110 2 0
209 110 2 0
210 110 2 0
211 110 2 0
212 110 2 0
195 85 2 0
196 85 2 0
197 85 2 0
198 85 2 0
199 85 2 0
200 85 2 0
201 85 2 0
184 60 2 0
202 85 2 0
185 60 2 0
186 60 2 0
187 60 2 0
23 261 7 0
188 60 2 0
24 261 7 0
189 60 2 0
25 261 7 0
190 60 2 0
26 261 7 0
9 236 7 0
191 60 2 0
27 261 7 0
10 236 7 0
28 261 7 0
11 236 7 0
29 261 7 0
12 236 7 0
30 261 7 0
13 236 7 0
31 261 7 0
32 261 7 0
33 261 7 0
34 261 7 0
35 261 7 0
36 261 7 0
37 261 7 0
38 261 7 0
39 261 7 0
40 261 7 0
41 261 7 0
42 261 7 0
25 236 6 1
43 261 7 0
26 236 6 1
44 261 7 0
27 236 6 1
45 261 7 0
28 236 6 1
29 236 6 1
30 236 6 1
31 236 6 1
32 236 6 1
33 236 6 1
34 236 6 1
35 236 6 1
36 236 6 1
37 236 6 1
38 236 6 1
16 161 5 0
17 161 5 0
18 161 5 0
19 161 5 0
20 161 5 0
21 161 5 0
22 161 5 0
23 161 5 0
24 161 5 0
126 286 7 0
127 286 7 0
128 286 7 0
129 286 7 0
130 286 7 0
28 136 5 0
131 286 7 0
29 136 5 0
132 286 7 0
30 136 5 0
133 286 7 0
31 136 5 0
134 286 7 0
32 136 5 0
135 286 7 0
33 136 5 0
136 286 7 0
34 136 5 0
55 161 4 1
56 161 4 1
57 161 4 1
58 161 4 1
59 161 4 1
60 161 4 1
61 161 4 1
43 111 5 0
44 111 5 0
45 111 5 0
46 111 5 0
47 111 5 0
48 111 5 0
49 111 5 0
50 111 5 0
51 111 5 0
52 111 5 0
53 111 5 0
74 136 4 1
75 136 4 1
76 136 4 1
77 136 4 1
78 136 4 1
79 136 4 1
80 136 4 1
81 136 4 1
172 261 7 0
173 261 7 0
174 261 7 0
175 261 7 0
176 261 7 0
177 261 7 0
178 261 7 0
179 261 7 0
180 261 7 0
181 261 7 0
182 261 7 0
87 111 4 1
88 111 4 1
89 111 4 1
90 111 4 1
91 111 4 1
92 111 4 1
93 111 4 1
191 186 3 1
192 186 3 1
193 186 3 1
194 186 3 1
195 186 3 1
196 186 3 1
197 186 3 1
187 161 3 1
188 161 3 1
189 161 3 1
190 161 3 1
191 161 3 1
192 161 3 1
193 161 3 1
227 211 2 0
194 161 3 1
228 211 2 0
229 211 2 0
230 211 2 0
231 211 2 0
232 211 2 0
233 211 2 0
186 136 3 1
187 136 3 1
221 186 2 0
188 136 3 1
222 186 2 0
189 136 3 1
223 186 2 0
190 136 3 1
224 186 2 0
191 136 3 1
225 186 2 0
192 136 3 1
226 186 2 0
227 186 2 0
211 161 2 0
178 111 3 1
212 161 2 0
179 111 3 1
213 161 2 0
180 111 3 1
214 161 2 0
181 111 3 1
215 161 2 0
182 111 3 1
216 161 2 0
183 111 3 1
217 161 2 0
184 111 3 1
185 111 3 1
169 86 3 1
170 86 3 1
171 86 3 1
172 86 3 1
173 86 3 1
157 61 3 1
174 86 3 1
158 61 3 1
175 86 3 1
159 61 3 1
176 86 3 1
210 136 2 0
160 61 3 1
211 136 2 0
161 61 3 1
212 136 2 0
162 61 3 1
213 136 2 0
163 61 3 1
214 136 2 0
215 136 2 0
216 136 2 0
206 111 2 0
207 111 2 0
208 111 2 0
209 111 2 0
210 111 2 0
211 111 2 0
212 111 2 0
196 86 2 0
197 86 2 0
198 86 2 0
199 86 2 0
200 86 2 0
201 86 2 0
202 86 2 0
185 61 2 0
186 61 2 0
187 61 2 0
23 262 7 0
188 61 2 0
24 262 7 0
189 61 2 0
25 262 7 0
190 61 2 0
26 262 7 0
9 237 7 0
191 61 2 0
27 262 7 0
10 237 7 0
192 61 2 0
28 262 7 0
11 237 7 0
29 262 7 0
12 237 7 0
30 262 7 0
13 237 7 0
31 262 7 0
32 262 7 0
33 262 7 0
34 262 7 0
35 262 7 0
36 262 7 0
37 262 7 0
38 262 7 0
39 262 7 0
40 262 7 0
41 262 7 0
42 262 7 0
43 262 7 0
44 262 7 0
27 237 6 1
45 262 7 0
28 237 6 1
46 262 7 0
29 237 6 1
47 262 7 0
30 237 6 1
31 237 6 1
32 237 6 1
33 237 6 1
34 237 6 1
35 237 6 1
36 237 6 1
37 237 6 1
38 237 6 1
39 237 6 1
16 162 5 0
17 162 5 0
18 162 5 0
19 162 5 0
20 162 5 0
21 162 5 0
22 162 5 0
23 162 5 0
128 287 7 0
129 287 7 0
28 137 5 0
130 287 7 0
131 287 7 0
29 137 5 0
132 287 7 0
30 137 5 0
133 287 7 0
31 137 5 0
134 287 7 0
32 137 5 0
33 137 5 0
34 137 5 0
54 162 4 1
55 162 4 1
56 162 4 1
57 162 4 1
58 162 4 1
59 162 4 1
60 162 4 1
61 162 4 1
42 112 5 0
43 112 5 0
44 112 5 0
45 112 5 0
46 112 5 0
47 112 5 0
48 112 5 0
49 112 5 0
50 112 5 0
51 112 5 0
52 112 5 0
74 137 4 1
75 137 4 1
76 137 4 1
77 137 4 1
78 137 4 1
79 137 4 1
80 137 4 1
171 262 7 0
172 262 7 0
173 262 7 0
174 262 7 0
175 262 7 0
176 262 7 0
177 262 7 0
178 262 7 0
179 262 7 0
180 262 7 0
181 262 7 0
87 112 4 1
88 112 4 1
89 112 4 1
90 112 4 1
91 112 4 1
92 112 4 1
93 112 4 1
191 187 3 1
192 187 3 1
193 187 3 1
194 187 3 1
195 187 3 1
196 187 3 1
197 187 3 1
198 187 3 1
187 162 3 1
188 162 3 1
189 162 3 1
190 162 3 1
191 162 3 1
192 162 3 1
193 162 3 1
227 212 2 0
194 162 3 1
228 212 2 0
229 212 2 0
230 212 2 0
231 212 2 0
232 212 2 0
233 212 2 0
186 137 3 1
187 137 3 1
188 137 3 1
222 187 2 0
189 137 3 1
223 187 2 0
190 137 3 1
224 187 2 0
191 137 3 1
225 187 2 0
192 137 3 1
226 187 2 0
227 187 2 0
228 187 2 0
211 162 2 0
178 112 3 1
212 162 2 0
179 112 3 1
213 162 2 0
180 112 3 1
214 162 2 0
181 112 3 1
215 162 2 0
182 112 3 1
216 162 2 0
183 112 3 1
217 162 2 0
184 112 3 1
218 162 2 0
185 112 3 1
170 87 3 1
171 87 3 1
172 87 3 1
173 87 3 1
157 62 3 1
174 87 3 1
158 62 3 1
175 87 3 1
159 62 3 1
176 87 3 1
210 137 2 0
160 62 3 1
177 87 3 1
211 137 2 0
161 62 3 1
212 137 2 0
162 62 3 1
213 137 2 0
163 62 3 1
214 137 2 0
164 62 3 1
215 137 2 0
216 137 2 0
206 112 2 0
207 112 2 0
208 112 2 0
209 112 2 0
210 112 2 0
211 112 2 0
212 112 2 0
196 87 2 0
197 87 2 0
198 87 2 0
199 87 2 0
200 87 2 0
201 87 2 0
202 87 2 0
185 62 2 0
203 87 2 0
186 62 2 0
187 62 2 0
188 62 2 0
24 263 7 0
189 62 2 0
25 263 7 0
8 238 7 0
190 62 2 0
26 263 7 0
9 238 7 0
191 62 2 0
27 263 7 0
10 238 7 0
192 62 2 0
28 263 7 0
11 238 7 0
29 263 7 0
12 238 7 0
30 263 7 0
13 238 7 0
31 263 7 0
14 238 7 0
32 263 7 0
15 238 7 0
33 263 7 0
34 263 7 0
35 263 7 0
36 263 7 0
37 263 7 0
38 263 7 0
39 263 7 0
40 263 7 0
41 263 7 0
42 263 7 0
43 263 7 0
44 263 7 0
45 263 7 0
46 263 7 0
29 238 6 1
47 263 7 0
30 238 6 1
48 263 7 0
31 238 6 1
49 263 7 0
32 238 6 1
33 238 6 1
34 238 6 1
35 238 6 1
36 238 6 1
37 238 6 1
38 238 6 1
39 238 6 1
40 238 6 1
41 238 6 1
16 163 5 0
17 163 5 0
18 163 5 0
19 163 5 0
20 163 5 0
21 163 5 0
22 163 5 0
23 163 5 0
28 138 5 0
29 138 5 0
30 138 5 0
31 138 5 0
32 138 5 0
33 138 5 0
34 138 5 0
54 163 4 1
55 163 4 1
56 163 4 1
57 163 4 1
58 163 4 1
59 163 4 1
60 163 4 1
42 113 5 0
43 113 5 0
44 113 5 0
45 113 5 0
46 113 5 0
47 113 5 0
48 113 5 0
49 113 5 0
50 113 5 0
51 113 5 0
73 138 4 1
74 138 4 1
75 138 4 1
76 138 4 1
77 138 4 1
78 138 4 1
79 138 4 1
80 138 4 1
170 263 7 0
171 263 7 0
172 263 7 0
173 263 7 0
174 263 7 0
175 263 7 0
176 263 7 0
177 263 7 0
178 263 7 0
179 263 7 0
180 263 7 0
87 113 4 1
88 113 4 1
89 113 4 1
90 113 4 1
91 113 4 1
92 113 4 1
93 113 4 1
192 188 3 1
193 188 3 1
194 188 3 1
195 188 3 1
196 188 3 1
197 188 3 1
198 188 3 1
186 163 3 1
187 163 3 1
188 163 3 1
189 163 3 1
190 163 3 1
191 163 3 1
192 163 3 1
193 163 3 1
227 213 2 0
228 213 2 0
229 213 2 0
230 213 2 0
231 213 2 0
232 213 2 0
233 213 2 0
186 138 3 1
187 138 3 1
188 138 3 1
222 188 2 0
189 138 3 1
223 188 2 0
190 138 3 1
224 188 2 0
191 138 3 1
225 188 2 0
192 138 3 1
226 188 2 0
227 188 2 0
228 188 2 0
212 163 2 0
179 113 3 1
213 163 2 0
180 113 3 1
214 163 2 0
181 113 3 1
215 163 2 0
182 113 3 1
216 163 2 0
183 113 3 1
217 163 2 0
184 113 3 1
218 163 2 0
185 113 3 1
186 113 3 1
170 88 3 1
171 88 3 1
172 88 3 1
173 88 3 1
174 88 3 1
158 63 3 1
175 88 3 1
159 63 3 1
176 88 3 1
210 138 2 0
160 63 3 1
177 88 3 1
211 138 2 0
161 63 3 1
212 138 2 0
162 63 3 1
213 138 2 0
163 63 3 1
214 138 2 0
164 63 3 1
215 138 2 0
216 138 2 0
207 113 2 0
208 113 2 0
209 113 2 0
210 113 2 0
211 113 2 0
212 113 2 0
213 113 2 0
197 88 2 0
198 88 2 0
199 88 2 0
200 88 2 0
201 88 2 0
202 88 2 0
203 88 2 0
186 63 2 0
187 63 2 0
188 63 2 0
189 63 2 0
25 264 7 0
8 239 7 0
190 63 2 0
26 264 7 0
9 239 7 0
191 63 2 0
27 264 7 0
10 239 7 0
192 63 2 0
28 264 7 0
11 239 7 0
193 63 2 0
29 264 7 0
12 239 7 0
30 264 7 0
13 239 7 0
31 264 7 0
14 239 7 0
32 264 7 0
15 239 7 0
33 264 7 0
34 264 7 0
35 264 7 0
36 264 7 0
37 264 7 0
38 264 7 0
39 264 7 0
40 264 7 0
41 264 7 0
42 264 7 0
43 264 7 0
44 264 7 0
45 264 7 0
46 264 7 0
47 264 7 0
48 264 7 0
31 239 6 1
49 264 7 0
32 239 6 1
50 264 7 0
33 239 6 1
51 264 7 0
34 239 6 1
35 239 6 1
36 239 6 1
37 239 6 1
38 239 6 1
39 239 6 1
40 239 6 1
41 239 6 1
42 239 6 1
43 239 6 1
44 239 6 1
45 239 6 1
16 164 5 0
17 164 5 0
18 164 5 0
19 164 5 0
20 164 5 0
21 164 5 0
22 164 5 0
27 139 5 0
28 139 5 0
29 139 5 0
30 139 5 0
31 139 5 0
32 139 5 0
33 139 5 0
34 139 5 0
54 164 4 1
55 164 4 1
56 164 4 1
57 164 4 1
58 164 4 1
59 164 4 1
60 164 4 1
41 114 5 0
42 114 5 0
43 114 5 0
44 114 5 0
45 114 5 0
46 114 5 0
47 114 5 0
48 114 5 0
49 114 5 0
50 114 5 0
73 139 4 1
74 139 4 1
75 139 4 1
76 139 4 1
